Anio;mes;X1  ;X2  ;X3  ;X4  ;X5  ;X6  ;X7  ;X8  ;X9  ;X10  ;X11  ;X12  ;X13  ;X14  ;X15  ;X16  ;X17  ;X18  ;X19  ;X20  ;X21  ;X22  ;X23  ;X24  ;X25  ;X26  ;X27  ;X28  ;X29  ;X30  ;X31  ;X32  
2011;8;217.32;246.25;231.06;298.11;232.95;219.25;194.56;228.30;337.46;186.41;206.94;217.70;212.40;230.90;252.34;217.27;244.67;193.05;284.50;206.95;232.39;283.58;202.14;222.68;188.14;209.73;216.95;233.69;205.63;217.02;184.33;214.83
2011;9;213.55;245.36;229.11;295.85;232.19;213.32;191.20;226.37;335.33;183.59;204.08;206.77;209.05;229.14;246.90;214.05;242.85;191.28;281.40;203.77;230.15;281.81;199.16;219.90;185.00;206.46;215.98;232.20;201.36;214.03;180.98;204.50
2011;10;212.98;244.63;226.22;295.42;231.30;213.10;191.16;226.00;333.83;182.07;202.76;206.83;207.67;227.92;245.73;213.38;241.68;191.18;280.59;202.54;229.21;280.61;198.09;218.45;182.80;205.87;214.70;231.86;201.41;212.39;180.11;204.42
2011;11;214.30;246.87;226.34;301.35;231.61;213.78;195.33;226.32;333.71;183.23;202.98;206.80;208.74;228.76;245.58;212.45;242.95;191.59;282.40;203.12;234.43;282.36;198.35;219.74;183.37;207.46;215.20;233.59;202.60;213.96;180.49;205.55
2011;12;214.49;246.77;228.02;300.04;232.10;212.06;190.80;226.19;333.85;182.88;202.99;205.61;208.87;228.58;244.64;211.59;242.66;191.26;282.87;202.47;233.83;283.13;196.25;219.44;180.98;207.15;213.92;233.43;203.57;213.45;179.62;207.90
2012;1;226.06;256.15;240.10;312.85;242.97;220.86;202.76;232.43;352.74;193.79;213.55;222.17;221.55;239.78;260.14;224.74;254.81;202.70;293.49;220.92;245.74;293.99;203.65;231.49;187.52;214.75;228.46;240.46;215.76;226.12;190.88;216.14
2012;2;225.86;255.16;239.33;310.31;242.95;220.97;202.71;232.43;352.90;193.30;213.62;221.00;220.97;239.53;259.30;224.59;254.53;202.10;292.99;220.42;244.76;293.07;203.30;231.07;186.46;213.03;227.34;240.54;215.53;225.01;190.82;214.31
2012;3;221.52;251.63;238.22;305.56;239.76;220.53;201.83;236.03;351.76;191.10;211.34;218.41;216.89;237.57;254.60;222.47;252.03;201.61;293.89;213.71;237.84;293.32;204.83;229.72;186.80;211.31;224.81;243.40;208.42;223.97;188.91;214.90
2012;4;221.62;252.59;236.95;303.89;239.78;220.31;202.79;235.28;351.59;190.44;211.35;217.29;216.93;237.30;254.32;222.55;251.31;201.71;294.38;214.04;237.97;293.11;203.79;230.07;187.89;211.94;224.12;243.43;208.07;223.73;189.09;215.67
2012;5;223.68;254.75;238.20;308.29;244.50;221.81;204.47;235.05;353.17;192.96;216.75;220.24;218.44;239.50;258.61;223.87;260.88;204.61;295.83;216.76;240.48;297.88;204.74;233.70;191.60;216.70;225.08;245.76;213.55;227.19;192.47;217.76
2012;6;222.89;253.02;237.13;308.52;243.63;221.55;203.01;234.37;351.30;191.89;216.05;220.13;217.71;238.92;257.30;223.93;260.44;203.34;295.04;216.65;239.01;296.88;203.42;233.65;192.84;217.23;224.32;244.91;213.31;226.95;191.92;219.60
2012;7;224.95;255.75;240.77;314.08;246.75;231.24;205.35;237.15;352.34;198.83;218.08;228.89;221.34;241.98;261.54;230.13;257.84;205.05;298.53;217.85;245.24;298.43;208.46;236.83;196.50;224.19;229.06;245.62;215.89;230.75;193.34;232.36
2012;8;224.16;254.88;239.91;313.01;246.83;230.71;203.73;236.62;351.05;197.59;217.50;228.38;221.14;241.32;260.21;230.88;257.02;204.02;297.34;217.40;244.62;297.71;206.84;236.06;195.57;223.41;227.97;244.83;213.94;229.84;193.33;232.59
2012;9;220.73;252.68;235.20;312.76;245.15;223.34;201.72;235.09;348.39;194.74;214.68;219.98;219.44;238.25;254.87;228.07;256.22;202.40;293.12;217.52;238.99;295.26;204.82;232.52;190.92;219.06;227.71;243.34;209.81;227.19;191.24;221.66
2012;10;220.37;251.51;233.33;312.29;244.16;221.97;201.68;235.06;346.84;192.94;213.09;218.30;218.89;237.09;253.12;226.99;255.15;201.63;291.91;215.70;237.85;293.52;203.31;231.35;188.94;217.92;226.79;242.25;208.71;226.34;190.14;221.07
2012;11;220.78;251.91;232.43;318.65;244.75;221.60;202.04;235.66;346.60;194.03;211.84;215.11;220.02;237.49;253.75;224.83;254.71;200.45;293.63;217.82;243.28;294.16;202.55;231.99;190.56;218.37;228.69;243.13;208.74;228.10;190.71;221.52
