"CP","XCOORD","YCOORD"
"02330",-99.1593197076196,19.4889709718757
"02340",-99.1546770233667,19.4875860597935
"02350",-99.1646430928168,19.4825292245079
"02360",-99.1647833217129,19.4875417128609
"02400",-99.2046659897892,19.4921425487405
"02409",-99.2057639012022,19.487045397525
"02410",-99.2095680788237,19.5038335019765
"02419",-99.2072959195276,19.5038122218085
"02420",-99.2067079857103,19.4978011063589
"02430",-99.2016669747391,19.4958957158579
"02440",-99.2117403856019,19.490620385988
"02450",-99.1979316896389,19.4923544454976
"02459",-99.1982059831672,19.4893347335633
"02460",-99.1940800266391,19.4865906649966
"02470",-99.1952904179887,19.483073153167
"02479",-99.1955495260193,19.4821132657003
"02480",-99.2000394992696,19.4851185852968
"02490",-99.1915592600344,19.4831471059893
"02500",-99.1698704179851,19.4721034142523
"02510",-99.1734441507098,19.4858162921758
"02519",-99.173019843762,19.4863814123802
"02520",-99.1695527960094,19.4829643169793
"02530",-99.1745550046019,19.4729753637358
"02540",-99.1651396316377,19.473526870309
"02600",-99.1531235783817,19.475690000117
"02630",-99.1528896198718,19.4825171171599
"02640",-99.1563396056292,19.4799352707654
"02650",-99.1510579156687,19.478338277458
"02660",-99.1606787087749,19.4776482892079
"02670",-99.1632669648525,19.4747809461205
"02680",-99.1606904320668,19.4746388675088
"02700",-99.203927147178,19.4752373135806
"02710",-99.2046392766923,19.482333472157
"02718",-99.2162646214706,19.4855246702649
"02719",-99.2167209434615,19.4786018720173
"02720",-99.2031025516241,19.4814354565637
"02729",-99.1989145120918,19.4813915177151
"02730",-99.1913758427309,19.4800729554958
"02750",-99.2083051097688,19.4772707459322
"02760",-99.1970432624572,19.4782229601274
"02770",-99.194593128614,19.4757658117368
"02780",-99.1972093524705,19.4734660154677
"02790",-99.1921583967242,19.4738926087518
"02800",-99.1681919051484,19.4656305943806
"02810",-99.1630319323713,19.4679312252246
"02830",-99.1737092310757,19.4679039767621
"02840",-99.1741028869342,19.4630501874563
"02850",-99.1636366276609,19.4630685480789
"02860",-99.1625771329359,19.4612507545052
"02870",-99.1735932795086,19.4595495655818
"02900",-99.1557576654035,19.4728391875219
"02910",-99.1496066802782,19.4709040419283
"02920",-99.1609115658407,19.4724182246328
"02930",-99.1524682573135,19.4705407758739
"02940",-99.146346494939,19.4709558184798
"02950",-99.1579548452666,19.4703812153507
"02960",-99.146731393855,19.4683527627819
"02970",-99.1576357705726,19.4666366422123
"02980",-99.1508946104119,19.4663597341103
"02990",-99.1465096557365,19.4658064795102
"03000",-99.1558457614596,19.4025717435635
"03010",-99.1475299951157,19.4029858834809
"03020",-99.1552561685079,19.3958176832033
"03023",-99.1494605406413,19.3930064934608
"03100",-99.1705387512792,19.3835248643809
"03103",-99.166209939623,19.3950897377125
"03104",-99.1698949763808,19.3714982995083
"03200",-99.1748805754704,19.3762911857106
"03220",-99.1720485176742,19.3709785522625
"03230",-99.1786673972562,19.3687938143244
"03240",-99.1741262267585,19.3639017006776
"03300",-99.1488587516563,19.3614600129999
"03303",-99.1493947990099,19.3690962790203
"03310",-99.1607807117899,19.368149476791
"03313",-99.1595671056005,19.3685110762614
"03320",-99.1575383659345,19.3683324678091
"03330",-99.1667566109778,19.3617189452871
"03340",-99.1588844148241,19.3603743904913
"03400",-99.1414164076281,19.39786609718
"03410",-99.1419089356726,19.3906963212434
"03420",-99.1445319873883,19.3896951298212
"03430",-99.140647609417,19.3875673737972
"03440",-99.1440542538235,19.3861894923104
"03500",-99.1370894028267,19.381569037797
"03510",-99.1345049566184,19.3951474019488
"03520",-99.135424559831,19.3900629367392
"03530",-99.1359775076939,19.3873791906311
"03540",-99.1379785284579,19.3756100289059
"03550",-99.138564031747,19.3731470378603
"03560",-99.1391664030609,19.3705081632305
"03570",-99.1399908893832,19.3658569760146
"03580",-99.1408806470637,19.3612604635407
"03590",-99.1416094064884,19.3582499781209
"03600",-99.153593416707,19.3819301926747
"03610",-99.1417035867419,19.382316055219
"03620",-99.1458606795326,19.3823430661705
"03630",-99.1480056187946,19.3796950262902
"03640",-99.1410111719349,19.3785829465915
"03650",-99.1549636188979,19.3760428803026
"03660",-99.1445522474756,19.374813034843
"03700",-99.1881375856593,19.3816823500303
"03710",-99.1801239832816,19.3832554002757
"03720",-99.1789928437421,19.3805114263783
"03730",-99.1846516283215,19.3783354783153
"03740",-99.1799647123776,19.3769988642246
"03800",-99.1848374004004,19.3902258982258
"03810",-99.1766739480535,19.393503423959
"03820",-99.1875974245897,19.3941420483556
"03840",-99.1777483746711,19.3871855148601
"03900",-99.1854785340677,19.3665254018294
"03910",-99.1899096800491,19.3728497384007
"03920",-99.1834263922401,19.3727543783895
"03930",-99.1898609189391,19.365503409566
"03940",-99.1803400313017,19.3649334511604
"04000",-99.1633757250897,19.3481990132704
"04010",-99.1726032642417,19.3481204358715
"04020",-99.1591440971638,19.3468714729203
"04030",-99.1530355156852,19.3463639204237
"04040",-99.1472400350168,19.3461542494972
"04100",-99.1592449544839,19.3547491750336
"04110",-99.1714018186581,19.3581224666754
"04120",-99.1486200939168,19.3536272769903
"04200",-99.135896241217,19.3454448558679
"04210",-99.1404412039274,19.3512203194004
"04230",-99.1268187733969,19.3545513744917
"04240",-99.1285389613286,19.3477357469426
"04250",-99.12484787968,19.3451548586874
"04260",-99.120160021196,19.3389620355185
"04270",-99.1306461935718,19.3413620797393
"04280",-99.1243353329331,19.3395540712112
"04300",-99.1592151741517,19.3245915778934
"04309",-99.1509601421169,19.3314397020013
"04310",-99.1719449149234,19.3428057419837
"04318",-99.1812096182677,19.3439851641205
"04319",-99.1853413576973,19.3413452459065
"04320",-99.1682374705632,19.3417607902481
"04326",-99.1615732513292,19.340120185046
"04330",-99.1561394452824,19.3383425230358
"04338",-99.1515972840156,19.3355546693166
"04340",-99.1867155305474,19.3390215355524
"04350",-99.1799675262421,19.3385513543334
"04359",-99.1819373740115,19.3374575442309
"04360",-99.1792346428719,19.3333624895438
"04368",-99.1745923481761,19.3339728474553
"04369",-99.1609220820227,19.333353141681
"04370",-99.1459366555644,19.3365172009152
"04380",-99.1457447296752,19.3281038412671
"04390",-99.1502170304418,19.3240387597379
"04400",-99.137895237885,19.3374641920782
"04410",-99.1326415312793,19.3382795896299
"04440",-99.1180790277752,19.3310914700972
"04450",-99.1394833378426,19.3358340633727
"04460",-99.1344271455232,19.3283541113234
"04470",-99.1252935129538,19.3259563652865
"04480",-99.1193457420524,19.3262745483611
"04489",-99.109090713684,19.3248521362375
"04490",-99.1095893052257,19.3245323962495
"04500",-99.193893430536,19.306375079462
"04510",-99.1851246818065,19.3217767511675
"04530",-99.1835366981562,19.3071610812264
"04535",-99.182073,19.306491
"04600",-99.1533196702553,19.311360977586
"04610",-99.14054050338,19.3281566848229
"04620",-99.1411002084887,19.3230571674928
"04630",-99.1512545733077,19.3194328519111
"04640",-99.1414415410488,19.3173097344089
"04650",-99.1437206851664,19.3118044781385
"04660",-99.1579165827462,19.3053734677654
"04700",-99.1706616356791,19.3067052376667
"04710",-99.1700617264751,19.3041186987971
"04718",-99.1734400303484,19.3052647597497
"04719",-99.1736298481104,19.3038705882025
"04720",-99.1751276522892,19.3089302497453
"04730",-99.1551907537725,19.3012149122947
"04737",-99.1604859972527,19.3016081305603
"04739",-99.1638079094621,19.3044544126336
"04800",-99.1165581190848,19.3153190183992
"04810",-99.1326124227466,19.3190473689127
"04815",-99.1374396453687,19.3255770798474
"04830",-99.1292085140745,19.3195259953782
"04859",-99.1364551185581,19.3072269576219
"04870",-99.134581929536,19.3162117319993
"04890",-99.1300439552722,19.3136340452352
"04899",-99.1286842294445,19.3112418930864
"04908",-99.1031894868236,19.3224217627389
"04909",-99.1035813461557,19.3131724555513
"04910",-99.1083148964389,19.3196768760528
"04918",-99.1073213997631,19.3102476382349
"04919",-99.1102202212584,19.3174502445809
"04920",-99.1231548535414,19.3059807275427
"04929",-99.1208105321762,19.3093442921839
"04930",-99.113683256859,19.3074849607651
"04938",-99.116678482103,19.3086274573331
"04939",-99.110050725656,19.3081857636028
"04940",-99.1162803085916,19.3037268073438
"04950",-99.1091254352679,19.3025843597468
"04960",-99.1048008978629,19.3029282350215
"04970",-99.1119681221917,19.3029929530716
"04980",-99.1404024112489,19.3066575245488
"05000",-99.2985895950046,19.3562866360522
"05010",-99.312008298719,19.349578963709
"05020",-99.3119151669447,19.3440321763364
"05030",-99.2930917496683,19.3589701533796
"05039",-99.3042813350923,19.366284850202
"05050",-99.3212251308434,19.3508325704266
"05060",-99.281146051957,19.365356698565
"05100",-99.2710128587047,19.3792949702353
"05110",-99.253237369356,19.3845605021017
"05118",-99.2538150154992,19.3834602905387
"05119",-99.2561656160477,19.3815573707517
"05120",-99.2577202861724,19.3860788212044
"05128",-99.2647360270438,19.3858621509625
"05129",-99.2615435373036,19.3937898604378
"05130",-99.2765476673601,19.3653124757486
"05200",-99.2874771705145,19.3657432242982
"05214",-99.2805606086824,19.3780521623095
"05219",-99.2850214280993,19.373831577464
"05220",-99.2913349592161,19.375606925043
"05230",-99.28923089746,19.3745450672631
"05238",-99.2893083493229,19.3686266638943
"05240",-99.2849409824889,19.3657412137316
"05249",-99.2798547798263,19.3707869785821
"05260",-99.2906920266178,19.3666185476194
"05268",-99.2936152828561,19.3642623954324
"05269",-99.2951776809167,19.367343342749
"05270",-99.2966315903869,19.3682313614462
"05280",-99.295097757302,19.3633304030191
"05310",-99.2872476217401,19.3616876078227
"05320",-99.2840339976774,19.3614079525955
"05330",-99.2877199315376,19.3599518210304
"05349",-99.2731222882597,19.3416179111265
"05360",-99.2904016932924,19.3502742536995
"05370",-99.2835179886745,19.3537792844988
"05379",-99.2874097586159,19.3535684579294
"05400",-99.3214210575338,19.3256911986667
"05410",-99.3236128976594,19.3362098682438
"05500",-99.2982432616824,19.3460382143635
"05520",-99.3113134675606,19.3347167322186
"05530",-99.2928395467845,19.3514093996817
"05600",-99.2792203653711,19.3396095958372
"05619",-99.2723572325547,19.3503349943368
"05700",-99.315120576435,19.317730242122
"05710",-99.3323121618171,19.326936865555
"05730",-99.3311921631846,19.3054849822351
"05750",-99.339004147579,19.3077009100201
"05760",-99.3317848844443,19.3158982156311
"05780",-99.3101447931241,19.356141017071
"06000",-99.1360130460795,19.4326619461445
"06030",-99.1541183758211,19.4357275750886
"06100",-99.1714146160827,19.4091848405831
"06140",-99.1763912887311,19.4146251164114
"06170",-99.1796425419951,19.4091975384685
"06200",-99.1301877808152,19.4471694173363
"06220",-99.134239003536,19.4617105057615
"06240",-99.125228278779,19.4588087385682
"06250",-99.1348352210802,19.4566420512409
"06270",-99.1275802505396,19.4550415945438
"06280",-99.1254289143653,19.4539415908697
"06300",-99.1429010866266,19.4443533696225
"06350",-99.1505013188073,19.4459563228736
"06400",-99.1588497005432,19.4483899443007
"06430",-99.1488260285899,19.46168182197
"06450",-99.1564629365844,19.4585886196052
"06470",-99.1625269515152,19.4380342542303
"06500",-99.1686355764573,19.4300938620017
"06600",-99.1615066922595,19.4271234605564
"06700",-99.1628261178565,19.4182993001762
"06720",-99.1489782489521,19.4168983940069
"06740",-99.1574553921126,19.4095273416489
"06760",-99.1633808381868,19.4057081032721
"06780",-99.1498132902761,19.4053040630806
"06800",-99.1393551268008,19.4150071500706
"06820",-99.1315982685327,19.4178591466372
"06840",-99.1282952199762,19.4204742078348
"06850",-99.1311741472586,19.4046250824024
"06860",-99.1329538786614,19.4101252173419
"06870",-99.1299230918099,19.4116229742581
"06880",-99.1402646085503,19.4054715418645
"06890",-99.1310104843044,19.4071444241677
"06900",-99.1409963067522,19.4531441956593
"06920",-99.1432552836975,19.4594154177693
"07000",-99.1141941335994,19.4790029560609
"07010",-99.1112348347301,19.4967155663096
"07020",-99.1219783346959,19.484350987809
"07040",-99.0965881473279,19.4971433269286
"07050",-99.1136356144932,19.4838873498666
"07058",-99.1079791195911,19.4845328958497
"07060",-99.1101672710317,19.4902912937819
"07069",-99.1093290379929,19.4919538937128
"07070",-99.1031159460891,19.49191989496
"07080",-99.101018809235,19.5047881543494
"07089",-99.0998309198396,19.4989350524019
"07090",-99.0980644498357,19.5088166100117
"07100",-99.1392088309378,19.5595986058509
"07109",-99.1387926086017,19.5594349673614
"07110",-99.1363608454559,19.5728128197658
"07119",-99.1296584671463,19.5794035004951
"07130",-99.1396342499463,19.565311086606
"07140",-99.125484014335,19.5691400677173
"07144",-99.1225069382923,19.5680017272029
"07149",-99.1312275181379,19.5684884726819
"07150",-99.12839133496,19.559323708973
"07160",-99.1436389328117,19.5525660349499
"07164",-99.1441219231073,19.5596859237628
"07170",-99.1333735269132,19.5499884586617
"07180",-99.1323966602657,19.5528888258573
"07183",-99.1252810302912,19.5510634443666
"07187",-99.1228898785734,19.5483253066724
"07188",-99.1268554834686,19.5451336863695
"07189",-99.1314794776987,19.545774824764
"07190",-99.1408609117802,19.5465757184629
"07199",-99.1311431567041,19.5418774710959
"07200",-99.1405428108328,19.5470717129171
"07207",-99.1422489872486,19.5438134932712
"07208",-99.148215663587,19.5468923050748
"07209",-99.1383850637942,19.5412844385351
"07210",-99.1533800343373,19.5539876069543
"07220",-99.1351645265971,19.5417127413619
"07230",-99.1488069847901,19.5402892686856
"07239",-99.1433127092285,19.5384454831442
"07240",-99.1399369309216,19.5363000971475
"07248",-99.1471216921504,19.5339221203374
"07249",-99.1450018113938,19.5359392625668
"07250",-99.1409656010784,19.532511736695
"07259",-99.1334314954862,19.5334383515848
"07268",-99.1533884948483,19.5343110805123
"07269",-99.1480466694324,19.5299045642056
"07270",-99.150273263138,19.523845516716
"07279",-99.1512931204582,19.5272350602678
"07280",-99.1435588669156,19.5259503757199
"07290",-99.1353085749885,19.5277093329883
"07300",-99.1302224780907,19.4966030009954
"07309",-99.133289664544,19.4854344823762
"07310",-99.1361437652214,19.5209459833254
"07320",-99.1326852169615,19.5075907265534
"07323",-99.1340573987685,19.5063971860785
"07326",-99.1366220122855,19.5107183265934
"07327",-99.1396114842564,19.5159991981213
"07328",-99.1414486433865,19.5160091529105
"07329",-99.1434223967201,19.5249803870231
"07330",-99.1321278510192,19.5113842407021
"07340",-99.1311793802787,19.5091370956259
"07348",-99.1313030573157,19.504773750454
"07349",-99.1259378784122,19.5142462280386
"07350",-99.1290010215548,19.5211590065255
"07359",-99.1220760815371,19.5144916448677
"07360",-99.1252504124789,19.5059201814374
"07363",-99.1120548492417,19.5082496144719
"07370",-99.1337697729207,19.4783578192607
"07380",-99.1367749829595,19.4765678679768
"07400",-99.0973915531226,19.4886413039467
"07410",-99.0911030486441,19.503817437592
"07420",-99.088255928034,19.4931608053419
"07430",-99.090853427647,19.50002681111
"07440",-99.0938293544334,19.4947037340584
"07455",-99.0950921388395,19.4808767828954
"07456",-99.0930624970742,19.4843065129678
"07457",-99.0916429204984,19.4796284601487
"07458",-99.0912213870877,19.4833254962871
"07459",-99.0945263633647,19.4838528431568
"07460",-99.1028158460367,19.4788298561475
"07469",-99.0969743508251,19.4809757960539
"07470",-99.1050538380428,19.4748149233874
"07480",-99.0964481976837,19.4731466404534
"07500",-99.0663687466042,19.4759822024627
"07509",-99.0635769050886,19.4719764927599
"07510",-99.071716065724,19.4963753477466
"07520",-99.0809786101726,19.4959686384586
"07530",-99.0797157961844,19.485302254214
"07540",-99.0872055211673,19.4861899684067
"07548",-99.0845840338234,19.4846863556185
"07549",-99.0853059063506,19.4893519544645
"07550",-99.0710471381119,19.4840120451083
"07560",-99.0700535191773,19.4785178626272
"07570",-99.0576940312237,19.4637165637298
"07580",-99.0850342210799,19.4780502791497
"07600",-99.1590492495238,19.5177167777708
"07620",-99.1698027070985,19.5247330050799
"07630",-99.1655978128762,19.5264799857724
"07640",-99.1596833532494,19.5245704789026
"07650",-99.1620730277824,19.522174203725
"07670",-99.1553163365701,19.5222243148198
"07680",-99.1487567702275,19.5201914045108
"07700",-99.1535459340562,19.5071886330684
"07707",-99.1430225653227,19.5129283136572
"07708",-99.144465764385,19.51173395656
"07709",-99.1423217327432,19.5132603704225
"07710",-99.1538624472474,19.5061893666215
"07720",-99.149570640051,19.4964490420069
"07730",-99.1390810734746,19.4899849586771
"07739",-99.1415123697519,19.4953532782201
"07740",-99.1416869762621,19.4881149131987
"07750",-99.147850524033,19.4885864101062
"07754",-99.1477964490822,19.4923122980937
"07755",-99.1524807807151,19.4961829358707
"07760",-99.1379420600905,19.4829117641506
"07770",-99.1408309858088,19.4781479837544
"07780",-99.1433171287841,19.472981795749
"07790",-99.140838645077,19.469522154162
"07800",-99.125926218945,19.4743365367718
"07810",-99.1168379537113,19.4744807564008
"07820",-99.1092919978075,19.4714320260749
"07830",-99.1040583232671,19.469269373602
"07838",-99.1013579982626,19.4610024729688
"07839",-99.0994065825261,19.4660666090273
"07840",-99.1203466907965,19.4642018331788
"07850",-99.1077148467259,19.4665298774939
"07858",-99.1056150218133,19.4640452052113
"07859",-99.1063510701876,19.4615381196878
"07860",-99.1148265126273,19.4649090391649
"07869",-99.1108996052358,19.46241815395
"07870",-99.1321741215116,19.4706172769116
"07880",-99.1137108893881,19.4600675926593
"07889",-99.1179155352267,19.461429442555
"07890",-99.1077792323294,19.4571735659342
"07899",-99.1045804819811,19.4527369484046
"07900",-99.0607174035605,19.4492685156512
"07909",-99.0576829836402,19.4466249083968
"07910",-99.0752733216462,19.4725674000724
"07918",-99.0633036179708,19.4677392772264
"07919",-99.0778189113282,19.4657206811789
"07920",-99.0823394660338,19.472384001209
"07930",-99.0897631615781,19.4734490385457
"07939",-99.0914505211725,19.4738796476232
"07940",-99.0924803074831,19.4691019715166
"07950",-99.0812035946417,19.4692742817858
"07958",-99.0875793754625,19.4718734444863
"07959",-99.0747519425491,19.4636231451052
"07960",-99.0979915348292,19.4529930705236
"07969",-99.0892672265093,19.4563266977373
"07970",-99.0822504815519,19.4660023089164
"07979",-99.0701889122322,19.4580474491803
"07980",-99.0568945889752,19.4561342062107
"07990",-99.0549867970798,19.4537506741915
"08000",-99.0949981422216,19.3932970470101
"08010",-99.089415293059,19.3912521180693
"08020",-99.0955696856033,19.3877476116082
"08040",-99.0973945931485,19.3825409766558
"08100",-99.0648287310546,19.4111252996404
"08200",-99.1310712101203,19.4012277811884
"08210",-99.1267551692385,19.3991272076307
"08220",-99.129175821295,19.3941719845921
"08230",-99.1249235141312,19.3955778111608
"08240",-99.1249220736208,19.391995596778
"08300",-99.120617966088,19.4018908790851
"08310",-99.1165599677283,19.4039112110247
"08320",-99.1148666093496,19.4002966825475
"08400",-99.0970413458798,19.4022272212035
"08420",-99.080617035863,19.4049572780201
"08500",-99.0709435954824,19.3951006679692
"08510",-99.0853212224434,19.3936354532884
"08600",-99.1195454024183,19.3896778279045
"08610",-99.1212565137229,19.3951328210843
"08619",-99.1213512122306,19.3971726220545
"08620",-99.1177559376222,19.3965803795157
"08650",-99.1166284681867,19.3914180768513
"08700",-99.1087682136853,19.3919047242905
"08710",-99.1118866691631,19.3961774083504
"08720",-99.1046557176946,19.3952717152796
"08730",-99.1016404612834,19.3915117292355
"08760",-99.1019288340015,19.3882034884516
"08770",-99.1116220939716,19.3889436509308
"08800",-99.1244848222318,19.387179373503
"08810",-99.1311075036695,19.3884953021248
"08830",-99.128508502411,19.3819950026383
"08840",-99.1286432011311,19.3775633744404
"08900",-99.1062765488846,19.3840473930716
"08910",-99.1204271877486,19.3882193156688
"08920",-99.1168946999287,19.3876084284309
"08930",-99.118812341884,19.3845090059627
"09000",-99.0931931168678,19.3634382129555
"09010",-99.0758392294832,19.3842088485199
"09020",-99.077753004525,19.3874330513689
"09030",-99.0844944047282,19.3855159447337
"09040",-99.0868612822603,19.3784704362181
"09060",-99.1149042734729,19.3649225804965
"09070",-99.1072054608439,19.3634925234819
"09080",-99.1253893201711,19.3596110685941
"09089",-99.1251322468793,19.3640057262018
"09090",-99.1184325039167,19.3607627361967
"09099",-99.1204741590836,19.3560423368263
"09100",-99.0420852876977,19.39124578233
"09130",-99.0264241516641,19.3832676016662
"09140",-99.016292987054,19.3772062638621
"09150",-99.0083733274129,19.3691346872691
"09160",-99.0046619292015,19.3710796428515
"09180",-98.9981842260217,19.3644495054261
"09200",-99.0559672154286,19.3580253744743
"09207",-99.048880630735,19.3671534373985
"09209",-99.0539321628302,19.3641200679498
"09210",-99.0544074453487,19.3916031549432
"09219",-99.0527561943532,19.3861730669584
"09220",-99.0492629139136,19.3835049407452
"09227",-99.0491786749247,19.3746694127192
"09230",-99.033547103455,19.3713249067971
"09239",-99.0280501219658,19.3687259395486
"09240",-99.0650979362151,19.3572389130522
"09249",-99.0676448507001,19.3568667275254
"09250",-99.0634716828793,19.354986304275
"09260",-99.0617051079105,19.3493717203747
"09270",-99.0553606422619,19.3469843360672
"09280",-99.0506781766045,19.3491148485503
"09290",-99.0460172847688,19.3516778284411
"09300",-99.0754973027705,19.3698246704852
"09310",-99.0652138772801,19.3684453530732
"09319",-99.0727194210877,19.3851305491979
"09320",-99.0655328099455,19.373646584355
"09330",-99.0697163229008,19.3697411507483
"09359",-99.0685677843414,19.3586157164263
"09360",-99.069122628259,19.3504195591118
"09366",-99.0768245351634,19.3630223053675
"09369",-99.0758541208545,19.3589639636264
"09400",-99.1172413803818,19.3724140249226
"09410",-99.1056292745998,19.3751875551276
"09420",-99.1051231602059,19.3785438614916
"09429",-99.1085277972322,19.3800517894645
"09430",-99.1183173925613,19.378991570071
"09438",-99.116248782933,19.3762516401816
