"MUN","XCOORD","YCOORD"
"12020",-98.701900244519,17.4326220297167
"12021",-100.058968761292,17.1425486656976
"12022",-100.929906407007,18.0817943740581
"12023",-98.5176703818505,16.4619685078272
"12024",-98.6712624328817,17.7382913346416
"12025",-98.9637129028994,16.7185386983403
"12026",-99.8147013209591,18.124764063558
"12027",-100.617916475213,18.6598160412243
"12028",-99.1123595527965,17.523691271803
"12029",-99.6974474140863,17.3908334994009
"12030",-99.1342199045405,16.6929316414035
"12031",-100.10417487313,18.4411260891561
"12032",-100.026935463096,17.7338011692757
"12033",-98.5470915546989,17.8121633750185
"12034",-99.2534217851403,18.2297736133655
"12035",-99.5821197747873,18.2268077831453
"12036",-98.4932844273428,16.8017382426806
"12037",-99.7655919295316,18.463449830771
"12038",-101.434135438363,17.8201268000551
"12039",-99.472925074947,17.142133183399
"12040",-99.7957938676319,17.6319355004485
"12041",-98.7046101956353,17.1460590474534
"12042",-99.3575715395693,17.832499136662
"12043",-98.4397451645143,17.134026224073
"12044",-99.3705979089499,17.3368413072985
"12045",-98.7838934946685,17.896560575998
"12046",-98.35281624599,16.6615645310441
"12047",-99.8692192032777,18.5446642491754
"12048",-101.160331355462,17.6200960611352
"12049",-99.607830087656,18.7042323662808
"12050",-100.611472509188,18.3456244664022
"12051",-99.185216897238,17.3128228073139
"12052",-98.751076896293,16.8763577781789
"12053",-99.4090390397399,16.8086945775239
"12054",-100.318245185087,17.8398101892958
"12055",-99.5974401722299,18.5200408502239
"12056",-99.2948866209625,16.9804546783424
"12057",-100.744364195718,17.4059441393835
"12058",-99.9140748265017,18.3582616103592
"12059",-99.4693937253579,18.1009986885684
"12060",-99.6717606136491,18.6488415313575
"12061",-99.3674675283124,17.5993500684487
"12062",-98.2771272271209,16.9390611651061
"12063",-98.786151276188,17.2300142507112
"12064",-100.435026394772,18.4280222189022
"12065",-98.4091950150472,17.571651962966
"12066",-98.615544729959,17.5621737799303
"12067",-100.453330703006,18.2802852799424
"12068",-101.854951111824,18.0166592426542
"12069",-98.5414887989908,17.4298094414558
"12070",-98.5092979438802,17.9045101238781
"12071",-98.1572688170007,16.8694269532394
"12072",-98.8295229806218,17.3245460650678
"12073",-101.218226761652,18.344926782992
"12074",-99.1851085505575,17.7495843778322
"12075",-99.6097748858502,17.8014916391228
"12076",-98.9760334332831,17.1748165275737
"12077",-98.745019789281,16.639179059672
"12078",-98.4238702618812,17.1005743329164
"12079",-98.9959400609883,17.4426344797517
"12080",-98.6776353566259,16.593978841317
"12081",-98.6378769967483,17.0471030990882
"13001",-98.4403480534151,20.2064235853646
"13002",-98.1984039235705,20.1598494604473
"13003",-98.8896914179226,20.3145468016493
"13004",-98.369375645297,20.3615665687699
"13005",-99.0780282091214,20.1198264365205
"13006",-99.4054038475196,20.4070935969245
"13007",-98.3270747364816,19.7416222301879
"13008",-98.4470011317857,19.7229046580508
"13009",-98.8825755492204,20.217146163488
"13010",-99.2213747704778,20.0547456792726
"13011",-98.3635527439738,21.0273101306601
"13012",-98.6764879935865,20.3548398665388
"13013",-99.2313764126812,19.9734455459426
"13014",-98.5484908632574,20.9060558915822
"13015",-99.0601956210297,20.5991686548775
"13016",-98.2816682949981,19.9843084306142
"13017",-99.4716475210318,20.2636858523262
"13018",-98.9496714155149,21.1284377176685
"13019",-99.2551310446184,20.3243194804493
"13020",-98.8803347174731,20.741408536222
"13021",-98.6002724453917,19.6592968959502
"13022",-98.6434835646047,20.0315864826434
"13023",-99.0802848194828,20.2352792153024
"13024",-98.5431256276761,20.225907057419
"13025",-98.2471440049184,21.0382562329234
"13026",-98.4891348940126,20.997495578526
"13027",-98.0641925940891,20.5140742744084
"13028",-98.4517161827639,21.1272350865151
"13029",-99.680734168352,20.3838171608527
"13030",-99.2013232429221,20.5325150703135
"13031",-99.147218604796,20.9699575968213
"13032",-98.5275724587086,21.1484788190633
"13033",-98.8357478075998,20.8315813042075
"13034",-98.7233095912748,20.9621541735425
"13035",-98.3419107979205,20.25697171062
"13036",-98.6052853075524,20.5237932726292
"13037",-98.8096529145168,20.5654465659198
"13038",-98.753560206454,20.2230418387407
"13039",-98.6588319126976,20.1403553876599
"13040",-99.0705119580106,21.0709629032996
"13041",-99.1807261693756,20.2238534709345
"13042",-98.7764159664256,20.8643883439691
"13043",-99.1754126589848,20.7864734616108
"13044",-99.672684067958,20.232988509172
"13045",-98.621964748158,20.1737454818425
"13046",-98.5816751632057,21.260333997256
"13047",-99.315412702912,20.9997631567494
"13048",-98.7822305087489,20.1020840015747
"13049",-98.9888330668944,21.2344882136417
"13050",-99.1781548820727,20.314332962117
"13051",-98.7197036417044,20.0589905713345
"13052",-98.9400355408419,20.0955747684337
"13053",-98.1913150093631,20.4684495776135
"13054",-99.047861075911,20.3047486979921
"13055",-98.9828533203411,20.4123706066277
"13056",-98.3927767109448,20.035651036141
"13057",-98.4954608166487,19.9876032038529
"13058",-99.375830895625,20.542339704757
"13059",-99.6324319035438,20.5392632559892
"13060",-98.210832916292,20.3433581145449
"13061",-98.494785330314,19.8155396861121
"13062",-98.8329432177075,21.0614302658353
"13063",-99.3635010804574,19.9026667993951
"13064",-99.398704492743,20.1942203986774
"13065",-99.1518264046935,20.1144070645051
"13066",-98.8033644776627,19.9128224634659
"13067",-99.29328067131,20.1788664328912
"13068",-98.5391379734067,20.7806820403179
"13069",-98.9611841103319,19.852526623043
"13070",-99.2085499151873,20.1343668253971
"13071",-98.9723892931429,20.8665929509367
"13072",-98.5869319670775,19.8351992421423
"13073",-98.6481825809431,21.0318348796912
"13074",-99.2370492554145,20.0971224471324
"13075",-98.9265313803147,19.9543932075276
"13076",-99.376742467577,20.0641292154594
"13077",-98.3509397877574,20.1236011835631
"13078",-98.2880895929588,20.8578571239916
"13079",-98.6412590781318,20.7914335248433
"13080",-98.3835171342509,20.9162498949581
"13081",-98.5867260361441,20.6507473906993
"13082",-98.8589162203942,19.9894082856321
"13083",-98.6723340760403,19.9231304204142
"13084",-99.3657266959414,20.7528788635901
"14001",-102.909158763799,20.7700527280924
"14002",-103.608845615252,20.4284934685263
"14003",-103.935361954516,20.7114665143232
"14004",-103.62258352229,19.9999464116837
"14005",-103.717251875702,20.8499898108748
"14006",-104.080543235938,20.5416638916525
"14007",-104.006778461687,20.8091029610475
"14008",-102.300657701077,20.7664623122665
"14009",-103.679014155795,20.754972620417
"14010",-103.73165368043,20.1729523669056
"14011",-104.273924914335,20.3180755438767
"14012",-104.550674120242,20.3367341263187
"14013",-102.539614620222,20.5475661083592
"14014",-103.470468967249,19.9964392169645
"14015",-104.312156435164,19.7434664250554
"14016",-102.342927791182,20.4888209970786
"14017",-104.434822660134,20.0502573467245
"14018",-102.523299691454,20.3638271459573
"14019",-103.920475880364,21.8746537191372
"14020",-105.406566468504,20.3424032428972
"14021",-104.470161148118,19.6029486812613
"14022",-104.614947482627,19.2773771700527
"14023",-103.510336941784,19.7107736592831
"14024",-103.82445921397,20.3903531261374
"14025",-103.287201099922,22.0917096577113
"14026",-103.236428043143,19.9824152089343
"14027",-104.311053013515,19.4356316903138
"14028",-104.509856507148,20.1929964275169
"14029",-103.028716796849,20.952402316114
"14030",-103.187911236006,20.2598602982445
"14031",-103.659947510634,21.729919435028
"14032",-103.880184946036,20.0822839749274
"14033",-102.167790247716,20.4478917614278
"14034",-104.081622056775,19.9124150871158
"14035",-102.191479860854,21.5557052160332
"14036",-104.123768070526,20.7436068616097
"14037",-104.195124822496,19.8010557506523
"14038",-104.421564328904,20.6789060833937
"14039",-103.335807204564,20.6759710130884
"14040",-104.075407535006,21.0574643039763
"14041",-103.233985181736,22.3185502505573
"14042",-103.916212839962,22.5837001186683
"14043",-104.862966976803,19.5147548106665
"14044",-103.207544372555,20.3917437801947
"14045",-103.227811721147,20.8985609319232
"14046",-102.48933974654,21.1916662446334
"14047",-102.68567451966,20.280130727803
"14048",-102.11986524874,20.635467744819
"14049",-102.881092484589,19.3295188938512
"14050",-103.417181332354,20.3145114468727
"14051",-103.135211308545,20.481719697974
"14052",-104.036657157926,20.0542424075233
"14053",-101.879656581246,21.4940126662123
"14054",-104.100318394462,19.8407933067448
"14055",-104.030769780115,20.9082521921583
"14056",-102.838656161471,19.5291947532939
"14057",-103.107837247933,20.0215114556362
"14058",-104.814060049341,20.5789458795859
"14059",-103.07253407553,19.8942391371308
"14060",-102.753534093642,21.2638532457637
"14061",-103.994427500496,22.2224411636518
"14062",-104.452917995454,20.5089127554238
"14063",-102.724050599938,20.3974414469974
"14064",-101.715116602352,21.8108302482754
"14065",-103.381861874217,19.1465502596921
"14066",-102.89471909164,20.2702154112629
"14067",-105.149139298508,20.6978661570796
"14068",-104.722842631663,19.8071902158534
"14069",-102.868241405649,19.8045381531067
"14070",-103.246804142374,20.5366797928761
"14071",-103.500148368155,21.0478790581315
"14072",-102.023458048745,20.9701218835277
"14073",-102.294352616319,21.269696006374
"14074",-102.163475508496,20.9976613444929
"14075",-104.232049585781,20.8246889139755
"14076",-103.785012180525,21.5958929538676
"14077",-103.905136529335,20.4499205928152
"14078",-102.379618661836,20.992630889374
"14079",-103.417185361376,19.8564566519016
"14080",-104.826123324977,20.8524530150357
"14081",-103.181280979499,22.1933068766523
"14082",-103.594643884409,19.8617620863488
"14083",-103.692488021951,20.6105816599498
"14084",-104.953480584781,20.2994440882742
"14085",-103.179287585098,19.6874747048222
"14086",-103.765471397381,19.9482386376466
"14087",-103.1925309888,19.2252977683474
"14088",-104.024182876772,20.259223801097
"14089",-103.575262277988,20.092432255485
"14090",-104.165529365109,20.1468881190521
"14091",-102.554477771325,21.4803576006793
"14092",-103.347146395465,20.1087123344772
"14093",-102.720841597308,20.814841945002
"14094",-103.780961915529,21.1124606799931
"14095",-103.832388250474,20.6792584541102
"14096",-103.07107256619,20.119621998342
"14097",-103.425944999285,20.4841861881532
"14098",-103.348908361514,20.5909097126345
"14099",-103.930567388831,19.5528898539389
"14100",-105.164745252181,19.9795246334295
"14101",-103.213901573963,20.6167624273913
"14102",-103.950179935327,19.8478987212062
"14103",-103.535089358357,19.4321014683651
"14104",-103.47857421169,21.9589105377042
"14105",-102.748718456185,20.5487280505157
"14106",-104.033160462913,19.6812218869538
"14107",-103.242036339002,20.146898057902
"14108",-103.457264375933,19.4790298134954
"14109",-101.997183228976,21.1546779999237
"14110",-104.255718228123,19.9928692484028
"14111",-102.650956129368,21.0465151398613
"14112",-102.972617688637,19.8351740200508
"14113",-103.73890652198,19.709911388247
"14114",-103.708856843759,20.3896458637104
"14115",-103.686662190089,22.0287809328529
"14116",-102.593593219452,21.6677158641663
"14117",-102.701228539695,21.1598225972193
"14118",-102.933660742023,21.1379364637874
"14119",-103.568059826005,20.2355177860313
"14120",-103.494183865814,20.7948959615441
"14121",-103.345780724239,19.6216054160633
"14122",-103.758337138489,19.515572802037
"14123",-102.92497396217,20.4608637493398
"14124",-103.048836780336,20.6360475898992
"14125",-102.50640243526,20.7646025919736
"15001",-99.8715302353746,19.9729417181463
"15002",-98.9198661992482,19.6337762328224
"15003",-99.8333466156223,20.115676469752
"15004",-99.8708043491045,18.8539672738667
"15005",-99.8294539625121,19.4055778392364
"15006",-99.4918732348311,19.1587797937993
"15007",-99.9883932054506,19.2509314422831
"15008",-100.266801560037,18.7029925187514
"15009",-98.7164910919132,19.1249499735744
"15010",-99.1478989157467,19.984508860447
"15011",-98.9615707941044,19.5456485921998
"15012",-99.4999751727688,19.1755456422828
"15013",-99.2740440013147,19.5648072966287
"15014",-99.8460084364005,19.8099570527109
"15015",-98.7170646594337,19.0311080986957
"15016",-98.7212962258733,19.7630572119401
"15017",-98.8163558216721,19.1242909645255
"15018",-99.6432754085458,19.1655304201404
"15019",-99.4597382770782,19.2087020553935
"15020",-99.102395519891,19.6262899425413
"15021",-99.798256954001,18.94632817944
"15022",-98.858894946142,19.2260295090012
"15023",-99.2222053181894,19.7899844941264
"15024",-99.1594239752984,19.7082385895834
"15025",-98.8316954711053,19.253601379617
"15026",-99.5509390929012,19.825755360772
"15027",-99.5504536943641,19.2065058207985
"15028",-98.8833849212355,19.5730368684506
"15029",-98.8781076671457,19.4054171690921
"15030",-98.8966960297687,19.5562789922883
"15031",-98.9471670072006,19.4162356918726
