SEMESTRE;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;anio;trimestre
2013T1;1249986;3337543;704151;855856;2863232;678205;5026510;3485445;8866756;1675177;5691412;3454810;2774059;7602009;15680766;4426690;1829713;1126186;4866456;3880849;5944834;1946693;1468469;2650753;2815433;2776754;2325705;3398614;1223935;7802956;2029946;1520003;2013;1
2013T2;1249986;3337543;704151;855856;2863232;678205;5026510;3485445;8866756;1675177;5691412;3454810;2774059;7602009;15680766;4426690;1829713;1126186;4866456;3880849;5944834;1946693;1468469;2650753;2815433;2776754;2325705;3398614;1223935;7802956;2029946;1520003;2013;2
